folder,filename,ext,title,concepts,tags,source_url,body_excerpt
01_Risks-and-Failure-Modes/01a_Existential-Risk,Statement on Superintelligence.md,.md,Statement on Superintelligence,,,https://superintelligence-statement.org/,"136,717 signatures Including 71,637 from the same [petition by Ekō](https://action.eko.org/a/sign-the-statement-on-superintelligence) **Context**: Innovative AI tools may bring unprecedented health an"
01_Risks-and-Failure-Modes/01a_Existential-Risk,Statement_on_AI_Risk_CAIS_0b044cb6.md,.md,Statement on AI Risk | CAIS,Existential Risk & Superintelligence,extinction,https://www.safe.ai/statement-on-ai-risk,"AI experts, journalists, policymakers, and the public are increasingly discussing a broad spectrum of important and urgent risks from AI. Even so, it can be difficult to voice concerns about some of a"
01_Risks-and-Failure-Modes/01a_Existential-Risk,Statement_on_AI_Risk_CAIS_3943efdd.md,.md,Statement on AI Risk | CAIS,Existential Risk & Superintelligence,extinction,https://www.safe.ai/work/statement-on-ai-risk,"AI experts, journalists, policymakers, and the public are increasingly discussing a broad spectrum of important and urgent risks from AI. Even so, it can be difficult to voice concerns about some of a"
01_Risks-and-Failure-Modes/01a_Existential-Risk,Statement_on_AI_Risk_CAIS_a5ac984d.md,.md,Statement on AI Risk | CAIS,Existential Risk & Superintelligence,extinction,https://safe.ai/work/statement-on-ai-risk,"AI experts, journalists, policymakers, and the public are increasingly discussing a broad spectrum of important and urgent risks from AI. Even so, it can be difficult to voice concerns about some of a"
01_Risks-and-Failure-Modes/01a_Existential-Risk,Superintelligence_Faq_11a0e906.md,.md,Superintelligence FAQ,Existential Risk & Superintelligence,superintelligence,https://www.lesswrong.com/posts/LTtNXM9shNM9AC2mp/superintelligence-faq,"Editor's note: this post is several years out of date and doesn't include information on modern systems like GPT-4, but is still a solid layman's introduction to why superintelligence might be importa"
01_Risks-and-Failure-Modes/01a_Existential-Risk,Technological_singularity_-_Wikipedia_cbb7a8a9.md,.md,Technological singularity - Wikipedia,Existential Risk & Superintelligence,"superintelligence, intelligence-explosion, extinction",https://en.wikipedia.org/wiki/Technological_singularity,| |---| [Concepts](https://en.wikipedia.org/wiki/Outline_of_futures_studies) [Techniques](https://en.wikipedia.org/wiki/Futures_techniques) [assessment](https://en.wikipedia.org/wiki/Technology_assess
01_Risks-and-Failure-Modes/01a_Existential-Risk,The_AI_Revolution_Our_Immortality_or_Extinction_96160d68.md,.md,The AI Revolution: Our Immortality or Extinction,Existential Risk & Superintelligence,extinction,https://waitbutwhy.com/2015/01/artificial-intelligence-revolution-2.html,**Note:** This is Part 2 of a two-part series on AI. Part 1 is [here](https://waitbutwhy.com/2015/01/artificial-intelligence-revolution-1.html). **PDF: **We made a fancy PDF of this post for printing 
01_Risks-and-Failure-Modes/01a_Existential-Risk,The_CIFAR-10_dataset_857ecb19.md,.md,The CIFAR-10 dataset,,,https://www.cs.toronto.edu/~kriz/cifar.html,| airplane | |||||||||| | automobile | |||||||||| | bird | |||||||||| | cat | |||||||||| | deer | |||||||||| | dog | |||||||||| | frog | |||||||||| | horse | |||||||||| | ship | |||||||||| | truck | |
01_Risks-and-Failure-Modes/01a_Existential-Risk,The_Goddess_of_Everything_Else_ab84d811.md,.md,The Goddess of Everything Else,,,https://slatestarcodex.com/2015/08/17/the-goddess-of-everything-else-2,"*[Related to: Specific vs. General Foragers vs. Farmers and War In Heaven, but especially The Gift We Give To Tomorrow]* They say only Good can create, whereas Evil is sterile. Think Tolkien, where Mo"
01_Risks-and-Failure-Modes/01a_Existential-Risk,The_Great_Illusion_-_Wikipedia_bf74fee6.md,.md,The Great Illusion - Wikipedia,,,https://en.wikipedia.org/wiki/The_Great_Illusion,"| Authors | | |---| *Europe's Optical Illusion** The Great Illusion* is a book by [Norman Angell](https://en.wikipedia.org/wiki/Norman_Angell), first published in the United Kingdom in 1909 under the "
01_Risks-and-Failure-Modes/01a_Existential-Risk,The_Precipice_e8e6b56d.md,.md,The Precipice,Existential Risk & Superintelligence,existential-risk,https://theprecipice.com/,*“A powerfully argued book that alerts us to what is perhaps the most important — and yet also most neglected — problem we will ever face”* — **PETER SINGER ** Humanity stands at a precipice. Our spec
01_Risks-and-Failure-Modes/01a_Existential-Risk,The_case_for_taking_AI_seriously_as_a_threat_to_humanity_3004f8c2.md,.md,The case for taking AI seriously as a threat to humanity,,,https://www.vox.com/future-perfect/2018/12/21/18126576/ai-artificial-intelligence-machine-,"Stephen Hawking [has said](https://www.bbc.com/news/technology-30290540), “The development of full artificial intelligence could spell the end of the human race.” Elon Musk claims that AI is humanity’"
01_Risks-and-Failure-Modes/01a_Existential-Risk,The_costs_of_caution_a3459305.md,.md,The costs of caution,,,https://www.planned-obsolescence.org/the-costs-of-caution,"### If you thought we might be able to cure cancer in 2200, then I think you ought to expect there’s a good chance we can do it within years of the advent of AI systems that can do the research work h"
01_Risks-and-Failure-Modes/01a_Existential-Risk,The_lifesaving_Nobel_Prize-winning_discovery_that_almost_didnt_happen_7a287508.md,.md,"The lifesaving, Nobel Prize-winning discovery that almost didn’t happen",,,https://www.vox.com/future-perfect/2023/10/5/23903292/katalin-kariko-drew-weissman-nobel-p,"The Nobel Prize for Medicine was awarded on Monday to Katalin Karikó and Drew Weissman, for discoveries that led to the development of mRNA vaccinations, including those developed during the Covid-19 "
01_Risks-and-Failure-Modes/01a_Existential-Risk,Three-body_problem_-_Wikipedia_f2d9a2b9.md,.md,Three-body problem - Wikipedia,,,https://en.wikipedia.org/wiki/Three-body_problem,"In [physics](https://en.wikipedia.org/wiki/Physics), specifically [classical mechanics](https://en.wikipedia.org/wiki/Classical_mechanics), the **three-body problem** is to take the initial positions "
01_Risks-and-Failure-Modes/01a_Existential-Risk,Three_rules_for_technological_fixes_-_Nature_92877fb3.md,.md,Three rules for technological fixes - Nature,,,https://www.nature.com/articles/456871a,"Not all problems will yield to technology. Deciding which will and which won't should be central to setting innovation policy, say Daniel Sarewitz and Richard Nelson. For some social problems, scienti"
01_Risks-and-Failure-Modes/01a_Existential-Risk,Tim_Huas_Personal_Website_15d671dc.md,.md,Tim Hua's Personal Website,,,http://timhua.me/,In the Marin Headlands I'm currently an [Astra Fellow](https://www.constellation.org/programs/astra-fellowship) working with researchers at [Redwood Research](https://www.redwoodresearch.org/) on a va
01_Risks-and-Failure-Modes/01a_Existential-Risk,Two_US_lawyers_fined_for_submitting_fake_court_citations_from_ChatGPT_c4a26fae.md,.md,Two US lawyers fined for submitting fake court citations from ChatGPT,,,https://www.theguardian.com/technology/2023/jun/23/two-us-lawyers-fined-submitting-fake-co,"A US judge has fined two lawyers and a law firm $5,000 (£3,935) after fake citations generated by [ChatGPT](https://www.theguardian.com/technology/chatgpt) were submitted in a court filing. A district"
01_Risks-and-Failure-Modes/01a_Existential-Risk,Updated_October_7_Semiconductor_Export_Controls_c314c235.md,.md,Updated October 7 Semiconductor Export Controls,,,https://www.csis.org/analysis/updated-october-7-semiconductor-export-controls,"On October 7, 2022, the United States issued a sweeping set of export controls aimed at restraining Chinese military modernization efforts by controlling advanced AI chips made with U.S. inputs. A lit"
01_Risks-and-Failure-Modes/01a_Existential-Risk,What failure looks like — AI Alignment Forum.md,.md,What failure looks like — AI Alignment Forum,,,https://www.alignmentforum.org/posts/HBxe6wdjxK239zajf/what-failure-looks-like?utm_source=,"The stereotyped image of AI catastrophe is a powerful, malicious AI system that takes its creators by surprise and quickly achieves a decisive advantage over the rest of humanity. I think this is prob"
01_Risks-and-Failure-Modes/01a_Existential-Risk,What_Multipolar_Failure_Looks_Like_And_Robust_Agent_Agnostic_fdd1fc9a.md,.md,What Multipolar Failure Looks Like And Robust Agent Agnostic,Existential Risk & Superintelligence,existential-risk,https://www.lesswrong.com/posts/LpM3EAakwYdS6aRKf/what-multipolar-failure-looks-like-and-r,"With: Thomas Krendl Gilbert, who provided comments, interdisciplinary feedback, and input on the RAAP concept. Thanks also for comments from Ramana Kumar. Target audience: researchers and institutions"
01_Risks-and-Failure-Modes/01a_Existential-Risk,"When AI Thinks It Will Lose, It Sometimes Cheats.md",.md,"When AI Thinks It Will Lose, It Sometimes Cheats",,,https://time.com/7259395/ai-chess-cheating-palisade-research/,Complex games like chess and [Go](https://time.com/4252312/googles-artificial-intelligence-beats-legendary-go-player/ 'undefined') have long been used to test AI models’ capabilities. But while IBM’s 
01_Risks-and-Failure-Modes/01a_Existential-Risk,"Why Would AI ""Aim"" To Defeat Humanity?.md",.md,"Why Would AI ""Aim"" To Defeat Humanity?",,,https://www.cold-takes.com/why-would-ai-aim-to-defeat-humanity/?utm_source=bluedot-impact,<iframe src='https://www.buzzsprout.com/1851795/episodes/11739868-why-would-ai-aim-to-defeat-humanity?client_source=small_player&amp;iframe=true&amp;referrer=https://www.buzzsprout.com/1851795/1173986
01_Risks-and-Failure-Modes/01a_Existential-Risk,Why_Does_Ozempic_Cure_All_Diseases_71f051a8.md,.md,Why Does Ozempic Cure All Diseases?,,,https://www.astralcodexten.com/p/why-does-ozempic-cure-all-diseases,"### ... Fine, the title is an exaggeration. But only a small one. GLP-1 receptor agonist medications like Ozempic are already FDA-approved to treat diabetes and obesity. But an increasing body of rese"
01_Risks-and-Failure-Modes/01a_Existential-Risk,Why_the_Godfather_of_A.I._Fears_What_Hes_Built_0d17111a.md,.md,Why the Godfather of A.I. Fears What He’s Built,,,https://www.newyorker.com/magazine/2023/11/20/geoffrey-hinton-profile-ai,"In your brain, neurons are arranged in networks big and small. With every action, with every thought, the networks change: neurons are included or excluded, and the connections between them strengthen"
01_Risks-and-Failure-Modes/01b_AGI-Capability-and-Forecasting,AlphaGo_-_Wikipedia_b8fb4193.md,.md,AlphaGo - Wikipedia,,"DeepMind, Google",https://en.wikipedia.org/wiki/AlphaGo,| AlphaGo | | |---|---| | [Google DeepMind](https://en.wikipedia.org/wiki/Google_DeepMind)[Type](https://en.wikipedia.org/wiki/Software_categories#Categorization_approaches) [Computer Go](https://en.w
01_Risks-and-Failure-Modes/01b_AGI-Capability-and-Forecasting,AlphaProteo_generates_novel_proteins_for_biology_and_health_research_887b199e.md,.md,AlphaProteo generates novel proteins for biology and health research,,"DeepMind, Google",https://deepmind.google/discover/blog/alphaproteo-generates-novel-proteins-for-biology-and,"New AI system designs proteins that successfully bind to target molecules, with potential for advancing drug design, disease understanding and more. Every biological process in the body, from cell gro"
01_Risks-and-Failure-Modes/01b_AGI-Capability-and-Forecasting,Highly_accurate_protein_structure_prediction_with_AlphaFold_-_Nature_a06e223c.md,.md,Highly accurate protein structure prediction with AlphaFold - Nature,"Scalable Oversight, Existential Risk & Superintelligence",,https://www.nature.com/articles/s41586-021-03819-2,"## Abstract Proteins are essential to life, and understanding their structure can facilitate a mechanistic understanding of their function. Through an enormous experimental effort 1,2,3,4, the structu"
01_Risks-and-Failure-Modes/01b_AGI-Capability-and-Forecasting,International_AI_Safety_Report_a7f7f227.md,.md,International AI Safety Report,,,https://www.gov.uk/government/publications/international-ai-safety-report-2025,"The second International AI Safety Report, published in February 2026, is the next iteration of the comprehensive review of latest scientific research on the capabilities and risks of general-purpose "
01_Risks-and-Failure-Modes/01b_AGI-Capability-and-Forecasting,Introducing_the_Frontier_Safety_Framework_4380930c.md,.md,Introducing the Frontier Safety Framework,,"DeepMind, Google",https://deepmind.google/discover/blog/introducing-the-frontier-safety-framework,"## Risk domains and mitigation levels Our initial set of Critical Capability Levels is based on investigation of four domains: autonomy, biosecurity, cybersecurity, and machine learning research and d"
01_Risks-and-Failure-Modes/01b_AGI-Capability-and-Forecasting,Levels_of_AGI_for_Operationalizing_Progress_on_the_Path_to_AGI_6a24bc3f.pdf,.pdf,Levels of AGI for Operationalizing Progress on the Path to AGI,,,,(PDF)
01_Risks-and-Failure-Modes/01b_AGI-Capability-and-Forecasting,Updating_the_Frontier_Safety_Framework_26f849eb.md,.md,Updating the Frontier Safety Framework,Existential Risk & Superintelligence,"AGI, DeepMind, Google",https://deepmind.google/discover/blog/updating-the-frontier-safety-framework,Our next iteration of the FSF sets out stronger security protocols on the path to AGI AI is a powerful tool that is helping to unlock new breakthroughs and make significant progress on some of the big
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,"""Carefully Bootstrapped Alignment"" is organizationally hard.md",.md,"Carefully Bootstrapped Alignment"" is organizationally hard",,,https://www.lesswrong.com/posts/thkAtqoQwN6DtaiGT/carefully-bootstrapped-alignment-is-orga,"In addition to technical challenges, plans to safely develop AI face lots of organizational challenges. If you're running an AI lab, you need a concrete plan for handling that. In this post, I'll expl"
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Ablations_For_Frontier_Models_Are_Capable_Of_In_Context_294b0039.md,.md,Ablations For Frontier Models Are Capable Of In Context,Alignment Faking & Scheming,scheming,https://www.lesswrong.com/posts/qGRk7uF92Gcmq2oeK/ablations-for-frontier-models-are-capabl,We recently published our paper “Frontier Models are Capable of In-context Scheming”. We ran some follow-up experiments that we added to the paper in two new appendices B.5 and B.6. We summarize these
