old_path,new_path,reason
Evaluation/Evaluating_Large_Language_Models_Trained_on_Code_cfef0bfa.pdf,11e_Other-Evaluations/Evaluating_Large_Language_Models_Trained_on_Code_cfef0bfa.pdf,fallback by old folder (Evaluation)
Evaluation/KullbackLeibler_divergence_-_Wikipedia_f9bd8e99.md,11e_Other-Evaluations/KullbackLeibler_divergence_-_Wikipedia_f9bd8e99.md,fallback by old folder (Evaluation)
Evaluation/The_WMDP_Benchmark_Measuring_and_Reducing_Malicious_Use_With_Unlearning_CAIS_15f3ed05.md,11c_Cyber-Bio-Benchmarks/The_WMDP_Benchmark_Measuring_and_Reducing_Malicious_Use_With_Unlearning_CAIS_15f3ed05.md,benchmark filename=WMDP
Evaluation/A_new_initiative_for_developing_third-party_model_evaluations_b5216eaa.md,11a_Eval-Methodology/A_new_initiative_for_developing_third-party_model_evaluations_b5216eaa.md,eval methodology filename=third-party_model_evaluations
Evaluation/The_Llama_3_Herd_of_Models_423fc170.pdf,11e_Other-Evaluations/The_Llama_3_Herd_of_Models_423fc170.pdf,fallback by old folder (Evaluation)
Evaluation/Charles_Teague_-_Publications_ab391267.md,11e_Other-Evaluations/Charles_Teague_-_Publications_ab391267.md,fallback by old folder (Evaluation)
Evaluation/Redirecting_ba0fe928.md,11e_Other-Evaluations/Redirecting_ba0fe928.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Are_Emergent_Abilities_of_Large_Language_Models_a_b0c96341.pdf,11b_Capability-Benchmarks/Are_Emergent_Abilities_of_Large_Language_Models_a_b0c96341.pdf,benchmark filename=Are_Emergent_Abilities
Evaluation/Pre-Deployment_evaluation_of_OpenAIs_o1_model_AISI_Work_2d942ebd.md,11a_Eval-Methodology/Pre-Deployment_evaluation_of_OpenAIs_o1_model_AISI_Work_2d942ebd.md,eval methodology filename=AISI
Evaluation/Observational_Scaling_Laws_and_the_Predictability_of_Language_Model_Performance_a49bfe91.pdf,11e_Other-Evaluations/Observational_Scaling_Laws_and_the_Predictability_of_Language_Model_Performance_a49bfe91.pdf,fallback by old folder (Evaluation)
Evaluation/Details_about_METRs_preliminary_evaluation_of_OpenAI_o1-preview_ba23dd60.md,11e_Other-Evaluations/Details_about_METRs_preliminary_evaluation_of_OpenAI_o1-preview_ba23dd60.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Toward Comprehensive Benchmarking of the Biological Knowledge of Frontier Large Language Models.md,11c_Cyber-Bio-Benchmarks/Toward Comprehensive Benchmarking of the Biological Knowledge of Frontier Large Language Models.md,benchmark filename=Biological
Evaluation/on_Machine_Learning_Research_(082023)_Holistic_Evaluation_of_Language_Models_3d3d51b0.pdf,11e_Other-Evaluations/on_Machine_Learning_Research_(082023)_Holistic_Evaluation_of_Language_Models_3d3d51b0.pdf,fallback by old folder (Evaluation)
Evaluation/Constitutional_Classifiers_Defending_against_Universal_Jailbreaks_across_Thousands_of_Hour_a49c6f96.pdf,11e_Other-Evaluations/Constitutional_Classifiers_Defending_against_Universal_Jailbreaks_across_Thousands_of_Hour_a49c6f96.pdf,fallback by old folder (Evaluation)
Evaluation/Dawid_Maciorowski_-_Publications_1550c25d.md,11e_Other-Evaluations/Dawid_Maciorowski_-_Publications_1550c25d.md,fallback by old folder (Evaluation)
Evaluation/buolamwini18a_400f0c88.pdf,11e_Other-Evaluations/buolamwini18a_400f0c88.pdf,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Inspect_bfb7a89d.md,11a_Eval-Methodology/Inspect_bfb7a89d.md,eval methodology filename=Inspect
Evaluation/A_General_Language_Assistant_as_a_Laboratory_for_Alignment_Amanda_Askell_34fd70f8.pdf,11e_Other-Evaluations/A_General_Language_Assistant_as_a_Laboratory_for_Alignment_Amanda_Askell_34fd70f8.pdf,fallback by old folder (Evaluation)
Evaluation/HiLumi_LHC_CERNs_full-scale_test_stand_ente..._f5bf7d31.md,11e_Other-Evaluations/HiLumi_LHC_CERNs_full-scale_test_stand_ente..._f5bf7d31.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Why_Im_Leaving_OpenAI_and_What_Im_Doing_Next_42a87e0f.md,05_Scalable-Oversight/Why_Im_Leaving_OpenAI_and_What_Im_Doing_Next_42a87e0f.md,concept=Scalable Oversight
Evaluation/reasoning_models_paper_3cf549cf.pdf,11e_Other-Evaluations/reasoning_models_paper_3cf549cf.pdf,concept=AI Evals → 11e_Other-Evaluations
Evaluation/MLGym_A_New_Framework_and_Benchmark_for_Advancing_AI_Research_Agents_680cf1de.pdf,11e_Other-Evaluations/MLGym_A_New_Framework_and_Benchmark_for_Advancing_AI_Research_Agents_680cf1de.pdf,fallback by old folder (Evaluation)
Evaluation/What_is_faithful_chain-of-thought_reasoning_and_why_is_it_useful_for_AI_safety_4f1c4c90.md,14_Interpretability/What_is_faithful_chain-of-thought_reasoning_and_why_is_it_useful_for_AI_safety_4f1c4c90.md,interpretability tag
Evaluation/METR_516949eb.md,11e_Other-Evaluations/METR_516949eb.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/The_Geometry_of_Truth_Emergent_Linear_Structure_in_LLM_Representations_of_TrueFalse_Datase_3f2ce5da.pdf,11e_Other-Evaluations/The_Geometry_of_Truth_Emergent_Linear_Structure_in_LLM_Representations_of_TrueFalse_Datase_3f2ce5da.pdf,fallback by old folder (Evaluation)
Evaluation/BetterBench_Assessing_AI_Benchmarks_Uncovering_Issues_and_Establishing_Best_Practices_0ca66ea8.pdf,11a_Eval-Methodology/BetterBench_Assessing_AI_Benchmarks_Uncovering_Issues_and_Establishing_Best_Practices_0ca66ea8.pdf,eval methodology filename=BetterBench
Evaluation/The_Building_Blocks_of_Interpretability_1d4292ce.md,14_Interpretability/The_Building_Blocks_of_Interpretability_1d4292ce.md,interpretability tag
Evaluation/LLM_Evaluators_Recognize_and_Favor_Their_Own_Generations_5fa813eb.pdf,11e_Other-Evaluations/LLM_Evaluators_Recognize_and_Favor_Their_Own_Generations_5fa813eb.pdf,fallback by old folder (Evaluation)
Evaluation/Tit_for_tat_-_Wikipedia_99757fe1.md,11e_Other-Evaluations/Tit_for_tat_-_Wikipedia_99757fe1.md,fallback by old folder (Evaluation)
Evaluation/Stress_Testing_Deliberative_Alignment_for_Anti-Scheming_Training_c4da741e.pdf,11e_Other-Evaluations/Stress_Testing_Deliberative_Alignment_for_Anti-Scheming_Training_c4da741e.pdf,fallback by old folder (Evaluation)
Evaluation/Redirecting_fb5699a0.md,11e_Other-Evaluations/Redirecting_fb5699a0.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Sequence_Level_Training_WITH_Recurrent_Neural_Networks_91752f74.pdf,11e_Other-Evaluations/Sequence_Level_Training_WITH_Recurrent_Neural_Networks_91752f74.pdf,fallback by old folder (Evaluation)
Evaluation/Elo_Uncovered_Robustness_and_Best_Practices_in_Language_Model_Evaluation_ddd24d60.pdf,11e_Other-Evaluations/Elo_Uncovered_Robustness_and_Best_Practices_in_Language_Model_Evaluation_ddd24d60.pdf,fallback by old folder (Evaluation)
Evaluation/Language_Models_Model_Us_fc67c38f.md,07_Alignment-Faking-Scheming/Language_Models_Model_Us_fc67c38f.md,concept=Alignment Faking & Scheming
Evaluation/Kyle_Brady_-_Publications_4421dc4b.md,11e_Other-Evaluations/Kyle_Brady_-_Publications_4421dc4b.md,fallback by old folder (Evaluation)
Evaluation/Discovering_Language_Model_Behaviors_with_Model-Written_Evaluations_ad683c29.pdf,11e_Other-Evaluations/Discovering_Language_Model_Behaviors_with_Model-Written_Evaluations_ad683c29.pdf,fallback by old folder (Evaluation)
Evaluation/Steering_at_the_Frontier_Extending_the_Power_of_Prompting_-_Microsoft_Research_aacb2dd9.md,05_Scalable-Oversight/Steering_at_the_Frontier_Extending_the_Power_of_Prompting_-_Microsoft_Research_aacb2dd9.md,concept=Scalable Oversight
Evaluation/A_Stro_NG_REJ_ECT_for_Empty_Jailbreaks_Alexandra_Souly_Tu_Trinh_141b4f65.pdf,11e_Other-Evaluations/A_Stro_NG_REJ_ECT_for_Empty_Jailbreaks_Alexandra_Souly_Tu_Trinh_141b4f65.pdf,fallback by old folder (Evaluation)
Evaluation/Anti-Scheming_9ff2d5f5.md,07_Alignment-Faking-Scheming/Anti-Scheming_9ff2d5f5.md,concept=Alignment Faking & Scheming
Evaluation/common-elements-nov-2024_66a59187.pdf,11a_Eval-Methodology/common-elements-nov-2024_66a59187.pdf,eval methodology filename=common-elements
Evaluation/Fake_Alignment_Are_LLMs_Really_Aligned_Well_Content_Warning_This_paper_contains_examples_o_141a6579.pdf,11e_Other-Evaluations/Fake_Alignment_Are_LLMs_Really_Aligned_Well_Content_Warning_This_paper_contains_examples_o_141a6579.pdf,fallback by old folder (Evaluation)
Evaluation/WebArena-x_8490816c.md,11d_Agent-Benchmarks-and-Frameworks/WebArena-x_8490816c.md,benchmark filename=WebArena
Evaluation/Harry_Mayne_1493ede0.md,11e_Other-Evaluations/Harry_Mayne_1493ede0.md,concept=AI Evals → 11e_Other-Evaluations
RSP/Claude Opus 4.6 System Card.pdf,12_RSPs-and-Frontier-Frameworks/Claude Opus 4.6 System Card.pdf,fallback by old folder (RSP)
RSP/CRISPRCas_History_and_Perspectives_-_Russian_Journal_of_Developmental_Biology_35497485.md,16_Governance-and-Policy/CRISPRCas_History_and_Perspectives_-_Russian_Journal_of_Developmental_Biology_35497485.md,governance tag
RSP/Claude Sonnet 4.5 System Card.pdf,12_RSPs-and-Frontier-Frameworks/Claude Sonnet 4.5 System Card.pdf,fallback by old folder (RSP)
RSP/Increasing_the_Policy_Readiness_of_Ideas_Tom_Kalil_9daa4574.md,12_RSPs-and-Frontier-Frameworks/Increasing_the_Policy_Readiness_of_Ideas_Tom_Kalil_9daa4574.md,concept=RSP
RSP/Claude Mythos Preview System Card.pdf,12_RSPs-and-Frontier-Frameworks/Claude Mythos Preview System Card.pdf,fallback by old folder (RSP)
RSP/Pause_Giant_AI_Experiments_An_Open_Letter_-_Future_of_Life_Institute_d6f15827.md,14_Interpretability/Pause_Giant_AI_Experiments_An_Open_Letter_-_Future_of_Life_Institute_d6f15827.md,interpretability tag
RSP/Introducing_the_Anthropic_Fellows_Program_for_AI_Safety_Research_3a87facf.md,07_Alignment-Faking-Scheming/Introducing_the_Anthropic_Fellows_Program_for_AI_Safety_Research_3a87facf.md,concept=Alignment Faking & Scheming
RSP/Announcements_0f14dddf.md,08_Agentic-Misalignment-and-Control/Announcements_0f14dddf.md,concept=Agentic Misalignment
RSP/An_Adversarial_Perspective_on_Machine_Unlearning_for_AI_Safety_9f780c3e.pdf,12_RSPs-and-Frontier-Frameworks/An_Adversarial_Perspective_on_Machine_Unlearning_for_AI_Safety_9f780c3e.pdf,fallback by old folder (RSP)
RSP/Our Approach to Frontier AI.md,12_RSPs-and-Frontier-Frameworks/Our Approach to Frontier AI.md,source_type=policy/model_card
RSP/Gemini-3-Pro-Model-Card.pdf,12_RSPs-and-Frontier-Frameworks/Gemini-3-Pro-Model-Card.pdf,fallback by old folder (RSP)
RSP/Jailbreak_tricks_Discords_new_chatbot_into_sharing_napalm_and_meth_instructions_TechCrunch_ec6b1403.md,12_RSPs-and-Frontier-Frameworks/Jailbreak_tricks_Discords_new_chatbot_into_sharing_napalm_and_meth_instructions_TechCrunch_ec6b1403.md,concept=RSP
RSP/The_Alignment_Problem_from_a_Deep_Learning_Perspective_Richard_Ngo_c1868760.pdf,12_RSPs-and-Frontier-Frameworks/The_Alignment_Problem_from_a_Deep_Learning_Perspective_Richard_Ngo_c1868760.pdf,fallback by old folder (RSP)
RSP/AI models can be dangerous before public deployment.md,12_RSPs-and-Frontier-Frameworks/AI models can be dangerous before public deployment.md,source_type=policy/model_card
RSP/Responsible Scaling Policies (RSPs).md,12_RSPs-and-Frontier-Frameworks/Responsible Scaling Policies (RSPs).md,source_type=policy/model_card
RSP/MATS_Research_fb0dee66.md,14_Interpretability/MATS_Research_fb0dee66.md,interpretability tag
RSP/Responsible Scaling Policy Version 3.0.md,12_RSPs-and-Frontier-Frameworks/Responsible Scaling Policy Version 3.0.md,source_type=policy/model_card
RSP/Claudes_Constitution_5f2c1d85.md,04_Constitutional-AI/Claudes_Constitution_5f2c1d85.md,concept=Constitutional AI
RSP/Key_Components_of_an_RSP_de1a0076.md,12_RSPs-and-Frontier-Frameworks/Key_Components_of_an_RSP_de1a0076.md,concept=RSP
RSP/Anthropics_Frontier_Safety_Roadmap_c71576a7.md,08_Agentic-Misalignment-and-Control/Anthropics_Frontier_Safety_Roadmap_c71576a7.md,concept=Agentic Misalignment
RSP/Anthropics_Responsible_Scaling_Policy_dc72fbff.md,12_RSPs-and-Frontier-Frameworks/Anthropics_Responsible_Scaling_Policy_dc72fbff.md,concept=RSP
RSP/PurpleLlamaLlama-Guard412BMODEL_CARD.md at main.md,12_RSPs-and-Frontier-Frameworks/PurpleLlamaLlama-Guard412BMODEL_CARD.md at main.md,source_type=policy/model_card
RSP/HonestCyberEval- an AI Cyber Risk Benchmark for Automated Software Exploitation.pdf,12_RSPs-and-Frontier-Frameworks/HonestCyberEval- an AI Cyber Risk Benchmark for Automated Software Exploitation.pdf,fallback by old folder (RSP)
RSP/Pre-agriculture_gender_relations_seem_bad_b40c36f1.md,05_Scalable-Oversight/Pre-agriculture_gender_relations_seem_bad_b40c36f1.md,concept=Scalable Oversight
RSP/Link_Why_I_M_Optimistic_About_Openai_S_Alignment_Approach_e075e628.md,12_RSPs-and-Frontier-Frameworks/Link_Why_I_M_Optimistic_About_Openai_S_Alignment_Approach_e075e628.md,concept=RSP
RSP/The_world_is_awful._The_world_is_much_better._The_world_can_be_much_better._fafa44ac.md,03_RLHF-and-Limitations/The_world_is_awful._The_world_is_much_better._The_world_can_be_much_better._fafa44ac.md,concept=RLHF
RSP/Reasons_that_AI_Can_Help_with_AI_Governance_56a98a0a.md,04_Constitutional-AI/Reasons_that_AI_Can_Help_with_AI_Governance_56a98a0a.md,concept=Constitutional AI
RSP/preparedness-framework-v2.pdf,12_RSPs-and-Frontier-Frameworks/preparedness-framework-v2.pdf,fallback by old folder (RSP)
RSP/Who_Is_Open_to_Authoritarian_Governance_within_Western_Democracies_Perspectives_on_Politics_Cambridg_6478fd10.md,16_Governance-and-Policy/Who_Is_Open_to_Authoritarian_Governance_within_Western_Democracies_Perspectives_on_Politics_Cambridg_6478fd10.md,governance tag
RSP/What_Are_The_Strongest_Arguments_For_Very_Short_Timelines_1a2f19d2.md,12_RSPs-and-Frontier-Frameworks/What_Are_The_Strongest_Arguments_For_Very_Short_Timelines_1a2f19d2.md,concept=RSP
RSP/Anthropics_Responsible_Scaling_Policy_7e83d9fc.md,12_RSPs-and-Frontier-Frameworks/Anthropics_Responsible_Scaling_Policy_7e83d9fc.md,concept=RSP
RSP/Paul_Christiano_Current_Work_in_AI_Alignment_Effective_Altruism_c4e0b2b8.md,12_RSPs-and-Frontier-Frameworks/Paul_Christiano_Current_Work_in_AI_Alignment_Effective_Altruism_c4e0b2b8.md,concept=RSP
RSP/Announcing_our_updated_Responsible_Scaling_Policy_3a0b4572.md,12_RSPs-and-Frontier-Frameworks/Announcing_our_updated_Responsible_Scaling_Policy_3a0b4572.md,concept=RSP
RSP/The Levers of Political Persuasion with Conversational AI.pdf,12_RSPs-and-Frontier-Frameworks/The Levers of Political Persuasion with Conversational AI.pdf,fallback by old folder (RSP)
RSP/Two_Year_Update_On_My_Personal_AI_Timelines_5e45579a.md,12_RSPs-and-Frontier-Frameworks/Two_Year_Update_On_My_Personal_AI_Timelines_5e45579a.md,concept=RSP
RSP/Locating_and_Editing_Factual_Associations_in_GPT_c596305d.md,14_Interpretability/Locating_and_Editing_Factual_Associations_in_GPT_c596305d.md,interp filename=Locating_and_Editing_Factual_Associations
RSP/2022-09-20_Improving_alignment_of_dialogue_agents_via_targeted_human_judgements_46491ec7.pdf,12_RSPs-and-Frontier-Frameworks/2022-09-20_Improving_alignment_of_dialogue_agents_via_targeted_human_judgements_46491ec7.pdf,fallback by old folder (RSP)
RSP/Model_Cards_for_Model_Reporting_43bf99d2.pdf,12_RSPs-and-Frontier-Frameworks/Model_Cards_for_Model_Reporting_43bf99d2.pdf,fallback by old folder (RSP)
RSP/gpt-5-system-card.pdf,12_RSPs-and-Frontier-Frameworks/gpt-5-system-card.pdf,fallback by old folder (RSP)
RSP/The Long-Term Benefit Trust.md,12_RSPs-and-Frontier-Frameworks/The Long-Term Benefit Trust.md,source_type=policy/model_card
RSP/Squiggle_Maximizer_formerly_Paperclip_maximizer_9bc9007c.md,12_RSPs-and-Frontier-Frameworks/Squiggle_Maximizer_formerly_Paperclip_maximizer_9bc9007c.md,concept=RSP
RSP/Introducing_computer_use_a_new_Claude_3.5_Sonnet_and_Claude_3.5_Haiku_03af6638.md,08_Agentic-Misalignment-and-Control/Introducing_computer_use_a_new_Claude_3.5_Sonnet_and_Claude_3.5_Haiku_03af6638.md,concept=Agentic Misalignment
RSP/Activating_AI_Safety_Level_3_protections_3774cdbe.md,12_RSPs-and-Frontier-Frameworks/Activating_AI_Safety_Level_3_protections_3774cdbe.md,concept=RSP
RSP/Claudes_Constitution_b1c32e58.md,05_Scalable-Oversight/Claudes_Constitution_b1c32e58.md,concept=Scalable Oversight
RSP/Advances_in_CRISPR_therapeutics_-_Nature_Reviews_Nephrology_eb101748.md,16_Governance-and-Policy/Advances_in_CRISPR_therapeutics_-_Nature_Reviews_Nephrology_eb101748.md,governance tag
RSP/TIME100_AI_2024_Yoshua_Bengio_1464b780.md,08_Agentic-Misalignment-and-Control/TIME100_AI_2024_Yoshua_Bengio_1464b780.md,concept=Agentic Misalignment
RSP/AI_safety_tip_if_you_dont_want_it_giving_bioweapon_instructions_maybe_dont_put_them_in_the_training__3cdd3de8.md,12_RSPs-and-Frontier-Frameworks/AI_safety_tip_if_you_dont_want_it_giving_bioweapon_instructions_maybe_dont_put_them_in_the_training__3cdd3de8.md,concept=RSP
RSP/Frontier Safety Framework 2.0.pdf,12_RSPs-and-Frontier-Frameworks/Frontier Safety Framework 2.0.pdf,fallback by old folder (RSP)
RSP/CRISPR_-_Wikipedia_6fa4f6de.md,16_Governance-and-Policy/CRISPR_-_Wikipedia_6fa4f6de.md,governance tag
RSP/Anthropics_Responsible_Scaling_Policy_274b3659.md,12_RSPs-and-Frontier-Frameworks/Anthropics_Responsible_Scaling_Policy_274b3659.md,concept=RSP
RSP/OpenAI_o1_System_Card_December_5_2024_76b3df06.pdf,12_RSPs-and-Frontier-Frameworks/OpenAI_o1_System_Card_December_5_2024_76b3df06.pdf,fallback by old folder (RSP)
RSP/2021-12-08_1508faab.pdf,12_RSPs-and-Frontier-Frameworks/2021-12-08_1508faab.pdf,fallback by old folder (RSP)
RSP/Red_Teaming_Language_Models_with_Language_Models_WARNING_This_paper_contains_model_outputs_9822e011.pdf,12_RSPs-and-Frontier-Frameworks/Red_Teaming_Language_Models_with_Language_Models_WARNING_This_paper_contains_model_outputs_9822e011.pdf,fallback by old folder (RSP)
RSP/The_Better_Angels_of_Our_Nature_-_Wikipedia_c0162d30.md,16_Governance-and-Policy/The_Better_Angels_of_Our_Nature_-_Wikipedia_c0162d30.md,governance tag
RSP/The_Amyloid-β_Pathway_in_Alzheimers_Disease_-_Molecular_Psychiatry_6e1c20d8.md,05_Scalable-Oversight/The_Amyloid-β_Pathway_in_Alzheimers_Disease_-_Molecular_Psychiatry_6e1c20d8.md,concept=Scalable Oversight
RSP/Ryan_Greenblatt_S_Shortform_0ee81fb2.md,12_RSPs-and-Frontier-Frameworks/Ryan_Greenblatt_S_Shortform_0ee81fb2.md,concept=RSP
AI Alignment/Alignment_FAKING_IN_LARGE_LANGUAGE_MODELS_ac957a1e.pdf,07_Alignment-Faking-Scheming/Alignment_FAKING_IN_LARGE_LANGUAGE_MODELS_ac957a1e.pdf,fallback by old folder (AI Alignment)
AI Alignment/Sandbagging_QA_with_Note_Chain-of-Thought_Transcript_Anti-Scheming_c45ec4f2.md,07_Alignment-Faking-Scheming/Sandbagging_QA_with_Note_Chain-of-Thought_Transcript_Anti-Scheming_c45ec4f2.md,concept=Alignment Faking & Scheming
AI Alignment/Why_Would_AI_Aim_To_Defeat_Humanity_efd7b429.md,07_Alignment-Faking-Scheming/Why_Would_AI_Aim_To_Defeat_Humanity_efd7b429.md,concept=Alignment Faking & Scheming
AI Alignment/Scheming_AIs_Will_AIs_fake_alignment_during_training_in_order_to_get_power_c82ec1dd.pdf,07_Alignment-Faking-Scheming/Scheming_AIs_Will_AIs_fake_alignment_during_training_in_order_to_get_power_c82ec1dd.pdf,fallback by old folder (AI Alignment)
AI Alignment/IIIc. Superalignment.md,07_Alignment-Faking-Scheming/IIIc. Superalignment.md,fallback by old folder (AI Alignment)
AI Alignment/Alignment-Faking-Policy-Memo_d6079e02.pdf,07_Alignment-Faking-Scheming/Alignment-Faking-Policy-Memo_d6079e02.pdf,concept=Alignment Faking & Scheming
AI Alignment/Alignment-Faking-in-Large-Language-Models-reviews_731573a2.pdf,07_Alignment-Faking-Scheming/Alignment-Faking-in-Large-Language-Models-reviews_731573a2.pdf,concept=Alignment Faking & Scheming
AI Alignment/Alignment_faking_in_large_language_models_3d7e3773.md,07_Alignment-Faking-Scheming/Alignment_faking_in_large_language_models_3d7e3773.md,concept=Alignment Faking & Scheming
AI Alignment/New_report_Scheming_AIs_Will_AIs_fake_alignment_during_training_in_order_to_get_power_-_Joe_Carlsmit_71b7a799.md,07_Alignment-Faking-Scheming/New_report_Scheming_AIs_Will_AIs_fake_alignment_during_training_in_order_to_get_power_-_Joe_Carlsmit_71b7a799.md,concept=Alignment Faking & Scheming
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,07_Alignment-Faking-Scheming/Agentic Misalignment How LLMs could be insider threats.md,fallback by old folder (AI Alignment)
AI Alignment/Alignment faking in large language models.md,07_Alignment-Faking-Scheming/Alignment faking in large language models.md,fallback by old folder (AI Alignment)
AI Alignment/Simple_probes_can_catch_sleeper_agents_b6ca1938.md,07_Alignment-Faking-Scheming/Simple_probes_can_catch_sleeper_agents_b6ca1938.md,concept=Alignment Faking & Scheming
AI Alignment/Recent Frontier Models Are Reward Hacking.md,07_Alignment-Faking-Scheming/Recent Frontier Models Are Reward Hacking.md,fallback by old folder (AI Alignment)
AI Alignment/Sleeper_Agents_Training_Deceptive_LLMs_that_Persist_Through_Safety_Training_7defe513.md,14_Interpretability/Sleeper_Agents_Training_Deceptive_LLMs_that_Persist_Through_Safety_Training_7defe513.md,interpretability tag
AI Alignment/What is AI alignment?.md,15_Educational/What is AI alignment?.md,source_type=educational
AI Alignment/Chain-of-Thought Snippets.md,07_Alignment-Faking-Scheming/Chain-of-Thought Snippets.md,fallback by old folder (AI Alignment)
AI Alignment/Self-preservation or Instruction Ambiguity? Examining the Causes of Shutdown Resistance — AI Alignment Forum.md,07_Alignment-Faking-Scheming/Self-preservation or Instruction Ambiguity? Examining the Causes of Shutdown Resistance — AI Alignment Forum.md,fallback by old folder (AI Alignment)
AI Alignment/Sleeper_Agents_Training_Deceptive_LLMs_that_Persist_Through_Safety_Training_2dc73751.md,07_Alignment-Faking-Scheming/Sleeper_Agents_Training_Deceptive_LLMs_that_Persist_Through_Safety_Training_2dc73751.md,concept=Alignment Faking & Scheming
AI Alignment/When AI Chooses Harm Over Failure.md,07_Alignment-Faking-Scheming/When AI Chooses Harm Over Failure.md,fallback by old folder (AI Alignment)
"AI Alignment/""Carefully Bootstrapped Alignment"" is organizationally hard.md","07_Alignment-Faking-Scheming/""Carefully Bootstrapped Alignment"" is organizationally hard.md",fallback by old folder (AI Alignment)
AI Alignment/Ablations_For_Frontier_Models_Are_Capable_Of_In_Context_294b0039.md,07_Alignment-Faking-Scheming/Ablations_For_Frontier_Models_Are_Capable_Of_In_Context_294b0039.md,concept=Alignment Faking & Scheming
Model-level Mitigation/Synthetic_data_real_harm_190b80b8.md,04_Constitutional-AI/Synthetic_data_real_harm_190b80b8.md,concept=Constitutional AI
Model-level Mitigation/Problems with Reinforcement Learning from Human Feedback (RLHF) for AI safety.md,03_RLHF-and-Limitations/Problems with Reinforcement Learning from Human Feedback (RLHF) for AI safety.md,fallback by old folder (Model-level Mitigation)
Model-level Mitigation/Large_Language_Models_(GPT)_Struggle_to_Answer_Multiple-Choice_7529cac3.pdf,03_RLHF-and-Limitations/Large_Language_Models_(GPT)_Struggle_to_Answer_Multiple-Choice_7529cac3.pdf,fallback by old folder (Model-level Mitigation)
Model-level Mitigation/Weak-to-Strong Generalization Eliciting Strong Capabilities With Weak Supervision.md,03_RLHF-and-Limitations/Weak-to-Strong Generalization Eliciting Strong Capabilities With Weak Supervision.md,fallback by old folder (Model-level Mitigation)
Model-level Mitigation/Constitutional_AI_Harmlessness_from_AI_Feedback_5eacf5e7.pdf,03_RLHF-and-Limitations/Constitutional_AI_Harmlessness_from_AI_Feedback_5eacf5e7.pdf,fallback by old folder (Model-level Mitigation)
Model-level Mitigation/Debating with More Persuasive LLMs Leads to More Truthful Answers.pdf,03_RLHF-and-Limitations/Debating with More Persuasive LLMs Leads to More Truthful Answers.pdf,fallback by old folder (Model-level Mitigation)
"Model-level Mitigation/What is AI debate, and can it make systems safer?.md","15_Educational/What is AI debate, and can it make systems safer?.md",source_type=educational
Model-level Mitigation/What is Weak-to-Strong Generalisation?.md,15_Educational/What is Weak-to-Strong Generalisation?.md,source_type=educational
Model-level Mitigation/Noah_R._Feldman_-_Harvard_Law_School_c07b20cb.md,04_Constitutional-AI/Noah_R._Feldman_-_Harvard_Law_School_c07b20cb.md,concept=Constitutional AI
Model-level Mitigation/Mechanistic_anomaly_detection_and_ELK_d034dfdf.md,06_Weak-to-Strong-and-ELK/Mechanistic_anomaly_detection_and_ELK_d034dfdf.md,concept=W2SG
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,15_Educational/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,source_type=educational
Model-level Mitigation/Generative_AI_Research_Weak-to-Strong_Reasoning_8977ba25.pdf,03_RLHF-and-Limitations/Generative_AI_Research_Weak-to-Strong_Reasoning_8977ba25.pdf,fallback by old folder (Model-level Mitigation)
Model-level Mitigation/OpenAI_dissolves_team_focused_on_long-term_AI_risks_less_than_one_year_after_announcing_it_31baf3f0.md,06_Weak-to-Strong-and-ELK/OpenAI_dissolves_team_focused_on_long-term_AI_risks_less_than_one_year_after_announcing_it_31baf3f0.md,concept=W2SG
Model-level Mitigation/Deliberative_Alignment_Reasoning_Enables_Safer_Language_Models_b449e61c.pdf,03_RLHF-and-Limitations/Deliberative_Alignment_Reasoning_Enables_Safer_Language_Models_b449e61c.pdf,fallback by old folder (Model-level Mitigation)
Model-level Mitigation/Preprint_Eliciting_Latent_Knowledge_from_Quirky_Language_Models_2425414f.pdf,03_RLHF-and-Limitations/Preprint_Eliciting_Latent_Knowledge_from_Quirky_Language_Models_2425414f.pdf,fallback by old folder (Model-level Mitigation)
Model-level Mitigation/Constitutional AI Harmlessness from AI Feedback.md,03_RLHF-and-Limitations/Constitutional AI Harmlessness from AI Feedback.md,fallback by old folder (Model-level Mitigation)
Model-level Mitigation/Training_AI_Agents_To_Solve_Hard_Problems_Could_Lead_To_b7040c0e.md,07_Alignment-Faking-Scheming/Training_AI_Agents_To_Solve_Hard_Problems_Could_Lead_To_b7040c0e.md,concept=Alignment Faking & Scheming
Model-level Mitigation/What_is_Constitutional_AI_c83cc433.md,04_Constitutional-AI/What_is_Constitutional_AI_c83cc433.md,concept=Constitutional AI
Model-level Mitigation/Detecting and reducing scheming in AI models.md,03_RLHF-and-Limitations/Detecting and reducing scheming in AI models.md,fallback by old folder (Model-level Mitigation)
